user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
Did Singapore's standard of living decrease since independence?,"[""Since independence, Singapore's standard of living has increased progressively. A state-led industrialization drive, aided by foreign direct  investment has created a modern economy based on electronics manufacturing, petrochemicals, tourism and financial services alongside the traditional entrepÃ´t trade. Singapore is the 17th wealthiest country in the world in terms of GDP per capita.  ""]",no.,"No, the standard living was raised.",1.0,0.7398991382453713,0.9999999999,
Did the media contribute 15.6% to Singapore's GDP in 2001?,"[""The media of Singapore play an important role in Singapore, one of the key strategic media centres in the Asia-Pacific region.    This is in line with the government's aggressive push to establish Singapore as a media hub in the world under the Media 21 plan launched in 2002.    Comprising of the publishing, print, broadcasting, film, music, digital and IT media sectors, the media industry collectively employed about 38,000 people and contributed 1.56% to Singapore's gross domestic product (GDP) in 2001 with an annual turnover of S$10 billion. The industry grew at an average rate of 7.7% annually from 1990 to 2000, and the government seeks to increase its GDP contribution to 3% by 2012.""]",yes.,"No, it contributed 1.56% to GDP in 2001.",,0.7576297025517564,0.9999999999,1.0
How many people use the bus network daily?,"['More than 2.78 million people use the bus network daily, while more than 1.3 million people use either the LRT or MRT as part of their daily routine.    Approximately 991,000 people use the taxi services daily.  Private vehicle use in the Central Area is discouraged by tolls implemented during hours of heavy road traffic, through an Electronic Road Pricing system. Private vehicle ownership is discouraged by high vehicle taxes and imposing quotas on vehicle purchase.']",2.78 million.,More than 2.78 million people.,0.0,0.8443736276429386,0.9999999999,1.0
Where did Orang Laut people live?,"['The critically endangered Sumatran Orangutan, a great ape endemic to Indonesia']",on the island.,"Orang Laut people lived around the coast, rivers and smaller islands.",,0.0,0.0,
What is the MRT?,"['Since 1987, the heavy rail passenger Mass Rapid Transit (MRT) metro system has been in operation. MRT has been further augmented by the Light Rapid Transit (LRT) light rail system, which provides service to housing estates. Established in 2001, EZ-Link system allows contactless smartcards to serve as stored value tickets for use in the public transport systems in Singapore.']",the heavy rail passenger Mass Rapid Transit (MRT) metro system.,One of three heavy rail passenger transport lines in Singapore.,,,0.0,0.0
How is Singapore's climate characterized?,"[""Under the KÃ¶ppen climate classification system, Singapore has a tropical rainforest climate with no distinctive seasons. Its climate is characterized by uniform temperature and pressure, high humidity, and abundant rainfall. Temperatures range from 22 Â°C to 34 Â°C (72Â° 93 Â°F). On average, the relative humidity is around 90 percent in the morning and 60 percent in the afternoon. During prolonged heavy rain, relative humidity often reaches 100 percent.    The lowest and highest temperatures recorded in its maritime history are   and   respectively. The highest wind speed recorded was   on May 26 2007. June and July are the hottest months, while November and December make up the wetter monsoon season. From August to October, there is often haze, sometimes severe enough to prompt public health warnings, due to bushfires in neighbouring Indonesia. Singapore does not observe daylight saving time or a summer time zone change. The length of the day is nearly constant year round due to the country's location near the equator.""]","Its climate is characterized by uniform temperature and pressure, high humidity, and abundant rainfall.",Singapore has a tropical rainforest climate with no distinctive seasons.,,0.8936646676102935,,1.0
How much increase in the media's contribution to GDP is the government seeking?,"[""The media of Singapore play an important role in Singapore, one of the key strategic media centres in the Asia-Pacific region.    This is in line with the government's aggressive push to establish Singapore as a media hub in the world under the Media 21 plan launched in 2002.    Comprising of the publishing, print, broadcasting, film, music, digital and IT media sectors, the media industry collectively employed about 38,000 people and contributed 1.56% to Singapore's gross domestic product (GDP) in 2001 with an annual turnover of S$10 billion. The industry grew at an average rate of 7.7% annually from 1990 to 2000, and the government seeks to increase its GDP contribution to 3% by 2012.""]",3%.,The government seeks to increase its GDP contribution to 3% by 2012. ,,0.7803666760747444,0.9999999999,1.0
How many days did it take the Imperial Japanese Army to win the Battle of Singapore?,"['During World War II, the Imperial Japanese Army invaded Malaya, culminating in the Battle of Singapore. The ill-prepared British were defeated in six days, and surrendered the supposedly impregnable ""Bastion of the Empire"" to General Tomoyuki Yamashita on 15 February 1942 in what is now known as the British Empire\'s greatest military defeat. The Japanese renamed Singapore  , from Japanese  , or ""southern island obtained in the age of ShÅ\x8dwa"", and occupied it until the British repossessed the island on September 12 1945, a month after the Japanese surrender.']",9 August 1965.,Six days,,0.8481762526147597,0.9999999999,
Is Singapore located at the southern tip of the Korean Penisula?,"[""Singapore ( ;  ;  ,  ), officially the Republic of Singapore ( ;  ;  ,  ), is an island nation located at the southern tip of the Malay Peninsula. It lies 137 kilometres (85 mi) north of the Equator, south of the Malaysian state of Johor and north of Indonesia's Riau Islands. At 704.0 kmÂ² (272 sq mi), it is one of the few remaining city-states in the world and the smallest country in Southeast Asia.""]",no,no,,,0.9999999999,
Is Singapore a city-state?,"[""Singapore ( ;  ;  ,  ), officially the Republic of Singapore ( ;  ;  ,  ), is an island nation located at the southern tip of the Malay Peninsula. It lies 137 kilometres (85 mi) north of the Equator, south of the Malaysian state of Johor and north of Indonesia's Riau Islands. At 704.0 kmÂ² (272 sq mi), it is one of the few remaining city-states in the world and the smallest country in Southeast Asia.""]",no.,yes,,,0.9999999999,1.0
Has Sang Nila Utama visited Singapore?,"['Recent studies of Singapore indicate that lions have never lived there (not even Asiatic lions), and the beast seen by Sang Nila Utama was likely a tiger, most likely the Malayan Tiger.']",no.,yes,,,,
"What does ""singa"" mean?","['The name Singapura is derived from the Sanskrit words singa à®\x9aà®¿à®\x99à¯\x8dà®\x95     (""lion"") and   à®ªà¯\x81à®°   (""city"").    According to the Malay Annals, this name was given by a 14th century Sumatran prince named Sang Nila Utama, who, landing on the island after a thunderstorm, spotted an auspicious beast on the shore that his chief minister identified as a lion.    ']",lion,lion,,,,
When is the first record of S08_settlement in Singapore?,['  Singapore is 44th (as on 2006).  The small nation has a foreign reserve of S$222 billion (US$147 billion).'],2004.,second century AD,,0.8055143689405676,,0.0
Which nation invaded Singapore during World War II?,"['During World War II, the Imperial Japanese Army invaded Malaya, culminating in the Battle of Singapore. The ill-prepared British were defeated in six days, and surrendered the supposedly impregnable ""Bastion of the Empire"" to General Tomoyuki Yamashita on 15 February 1942 in what is now known as the British Empire\'s greatest military defeat. The Japanese renamed Singapore  , from Japanese  , or ""southern island obtained in the age of ShÅ\x8dwa"", and occupied it until the British repossessed the island on September 12 1945, a month after the Japanese surrender.']",9 August 1965.,Japan,,,0.9999999999,1.0
"Why Churchill called the occupation of Singapor by Janpan during WWII ""Britain's greatest defeat""?","['During World War II, the Imperial Japanese Army invaded Malaya, culminating in the Battle of Singapore. The ill-prepared British were defeated in six days, and surrendered the supposedly impregnable ""Bastion of the Empire"" to General Tomoyuki Yamashita on 15 February 1942 in what is now known as the British Empire\'s greatest military defeat. The Japanese renamed Singapore  , from Japanese  , or ""southern island obtained in the age of ShÅ\x8dwa"", and occupied it until the British repossessed the island on September 12 1945, a month after the Japanese surrender.']","The Japanese renamed Singapore , from Japanese , or ""southern island obtained in the age of Shwa""",The British were defeated in six days,,0.866632226342856,,1.0
Was Lee Kuan Yew a successful leader of Singapore?,"['In 2004, Lee Hsien Loong, the eldest son of Lee Kuan Yew, became the third prime minister.    Amongst his more notable decisions is the plan to open casinos to attract more foreign tourists.']",remained prime minister.,yes,0.0,0.0,,0.0
When did Goh Chok Tong succeed Lee as Prime Minister?,"['In 1990, Goh Chok Tong succeeded Lee as Prime Minister. During his tenure, the country tackled the impacts of the 1997 Asian financial crisis, the 2003 SARS outbreak, and terrorist threats posed by the Jemaah Islamiyah group after the September 11 attacks.']",1990.,"In 1990, Goh Chok Tong succeeded Lee as Prime Minister.",1.0,0.7831699464238363,,1.0
What is the primary domestic source of water supply?,"[""Without natural freshwater rivers and lakes, the primary domestic source of water supply in Singapore is rainfall, collected in reservoirs or catchment areas. Rainfall supplies approximately 50 percent of Singapore's water; the remainder is imported from neighbouring countries or obtained from recycled water facilities and desalination plants. More NEWater and desalination plants are being built or proposed to reduce reliance on import.""]",rainfall.,The primary domestic source of water supply in Singapore is rainfall.,,0.0,0.9999999999,1.0
What is the national language of Singapore?,"['The national language of Singapore is Malay for historical reasons, and it is used in the national anthem, ""Majulah Singapura"". The official languages are English, Mandarin, Malay and Tamil. English has been promoted as the country\'s language of administration since independence. The English used is primarily based on British English, with some American English influences.  The use of English became widespread in Singapore after it was implemented as a first language medium in the education system, and English is the most common language in Singaporean literature.  Public signs and official publications are in English, although there are translated versions in other official languages. However, the majority of the population speak a localised hybrid form of English known as Singlish (""Singapore English""), which has many creole-like characteristics, incorporating vocabulary and grammar from Standard English, various Chinese dialects, Malay and Indian languages. The government has consistently tried to discourage the use of Singlish in its ""Speak Good English"" campaigns.']",Malay language.,The national language of Singapore is Malay.,,,0.9999999999,
Where is the National Orchid Garden?,"['Singapore Botanic Gardens, a 67.3-hectare (166 acre) Botanic Gardens in Singapore that includes the National Orchid Garden, which has a collection of more than 3,000 species of orchids.']",Singapore Botanic Gardens,Singapore Botanic Gardens.,,,0.9999999999,1.0
Why are relations with Malaysia and Indonesia important?,"[""The Indonesian archipelago has been an important trade region since at least the seventh century, when the Srivijaya Kingdom formed trade links with China. Indonesian history has been influenced by foreign powers drawn to its natural resources. Under Indian influence, Hindu and Buddhist kingdoms flourished from the early centuries CE. Muslim traders brought Islam, and European powers fought one another to monopolize trade in the Spice Islands of Maluku during the Age of Exploration. Following three and a half centuries of Dutch colonialism, Indonesia secured its independence after World War II. Indonesia's history has since been turbulent, with challenges posed by natural disasters, corruption, separatism, a democratization process, and periods of rapid economic change.""]",How many countries does Singapore maintain diplomatic relations with?,"Due to obvious geographical reasons, relations with Malaysia and Indonesia are most important.",,,0.0,0.0
What is the most densely populated independent country in the world?,"['The population density,  , is among the lowest in the world.    The most densely populated part of the country is the Quebec City-Windsor Corridor along the Great Lakes and Saint Lawrence River in the southeast.   ']",Canada.,Monaco,,0.8026812829373252,0.0,0.0
Who did Sir Thomas Stamford Raffles work for?,"['Statue of Thomas Stamford Raffles by Thomas Woolner, erected at the location where he first landed at Singapore. He is recognized as the founder of modern Singapore.']",British East India Company.,British East India Company,,0.8239342398407881,0.0,
When was Lee Kuan Yew prime minister of Singapore?,"[""Singapore became a self-governing state in 1959 with Yusof bin Ishak its first Yang di-Pertuan Negara and Lee Kuan Yew its first Prime Minister. Following the 1962 Merger Referendum of Singapore, Singapore joined Malaya, along with Sabah and Sarawak, to form the Federation of Malaysia on September 16 1963, but separated from it two years later after heated ideological conflict between the state's PAP government and the federal Kuala Lumpur government. Singapore officially gained sovereignty on 9 August 1965.    Yusof bin Ishak was sworn in as the first President of Singapore and Lee Kuan Yew remained prime minister.""]",9 August 1965.,1959,,0.8770110373314287,0.9999999999,1.0
What is the punishment for first-degree murder?,"['The Sedition Act criminalized anyone who publicly criticized the federal government. Some of the punishments included 2-5 years in prison and fines of $2,000 to $5,000. Adams had not designed or promoted any of these acts but he did sign them into law because he had no problem punishing those who abused the government.']",manslaughter.,There are laws which allow capital punishment in Singapore for first-degree murder and drug trafficking.,,0.8431803961539183,,
What established a trading post on the island in 1819?,"['French explorer Samuel de Champlain arrived in 1603 and established the first permanent European settlements at Port Royal in 1605 and Quebec City in 1608. These would become respectively the capitals of Acadia and Canada. Among French colonists of New France, Canadiens extensively settled the St. Lawrence River valley, Acadians settled the present-day Maritimes, while French fur traders and Catholic missionaries explored the Great Lakes, Hudson Bay and the Mississippi watershed to Louisiana. The French and Iroquois Wars broke out over control of the fur trade.']",Thomas Stamford Raffles,British East India Company ,,0.802131195923233,0.0,0.0
What used Singapore as a strategic trading post along the spice route?,"['Singapore is a major Asian transportation hub, positioned on many sea and air trade routes.']","Hong Kong, South Korea and Taiwan.",British,0.0,0.802876852676205,0.0,
What became one of the most important commercial and military centres of the British Empire?,"['Strong attachment to the British Empire and Commonwealth in English Canada led to major participation in British military efforts in the Second Boer War, the First World War, and the Second World War. Since then, Canada has been an advocate for multilateralism, making efforts to resolve global issues in collaboration with other nations. ']",Singapore.,Singapore,,,0.0,
"Who boasted a sizeable community of 100,000 by 1869?","['* The Education of Henry Adams by Henry Adams. (1918). ""President Grant (1869)"", 260-65. ']",Henry Adams.,British India office,,0.7662552484133022,0.0,0.0
How do reservoirs and water relate?,"[""Singapore has a network of reservoirs and water catchment areas. By 2001, there were 19 raw water reservoirs, 9 treatment works and 14 storage or service reservoirs locally to serve domestic needs. Marina Barrage is a dam being constructed around the estuary of three Singapore rivers, creating by 2009 a huge freshwater reservoir, the Marina Bay reservoir.    When developed, this will increase the rainfall catchment to two-thirds of the country's surface area.""]",to serve domestic needs.,"By 2001, there were 19 raw water reservoirs, 9 treatment works and 14 storage or service reservoirs locally to serve domestic needs. ",,,0.9999999999,1.0
Is it true that singapore has several long - standing disputes with malaysia?,['Singapore has several long-standing disputes with Malaysia over a number of issues:'],yes.,Yes,,0.7825765792637234,,1.0
Has Singapore Changi Airport a network of 81 airlines connecting Singapore to 185 cities in 58 countries ?,"[""Singapore is an aviation hub for the Southeast Asian region and acts as a stopover point for the Kangaroo route between Australasia and Europe. Singapore Changi Airport has a network of 81 airlines connecting Singapore to 185 cities in 58 countries. It has been rated as one of the best international airports by international travel magazines, including being rated as the world's best airport for the first time in 2006 by Skytrax.     . The airport has two passenger terminals. A third terminal, terminal 3, is scheduled for completion in January 2008 and there are plans for a fourth terminal. There is also a budget terminal, which serves budget carrier Tiger Airways and Cebu Pacific. The national carrier is Singapore Airlines (SIA). The government is moving towards privatising Changi airport.""]",yes.,Yes,,0.7723578355852467,0.9999999999,1.0
Has Singapore a network of reservoirs and water catchment areas ?,"[""Singapore has a network of reservoirs and water catchment areas. By 2001, there were 19 raw water reservoirs, 9 treatment works and 14 storage or service reservoirs locally to serve domestic needs. Marina Barrage is a dam being constructed around the estuary of three Singapore rivers, creating by 2009 a huge freshwater reservoir, the Marina Bay reservoir.    When developed, this will increase the rainfall catchment to two-thirds of the country's surface area.""]",Yes.,Yes,,0.7565730082095703,,1.0
"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?","[""About 23 percent of Singapore's land area consists of forest and nature reserves.    Urbanization has eliminated many areas of former primary rainforest, with the only remaining area of primary rainforest being Bukit Timah Nature Reserve. A variety of parks are maintained with human intervention, such as the Singapore Botanic Gardens.""]",Yes.,Yes,,0.7595024088366543,0.9999999999,1.0
"Does the economy not depend heavily on exports refining imported goods , especially in manufacturing ?","['Finland has a highly industrialised, free-market economy with a per capita output equal to that of other western economies such as Sweden, the UK, France and Germany. The largest sector of the economy is services at 65.7 percent, followed by manufacturing and refining at 31.4 percent. Primary production is low at 2.9 percent, reflecting the fact that Finland is a resource-poor country.    With respect to foreign trade, the key economic sector is manufacturing. The largest industries    are electronics (21.6 percent), machinery, vehicles and other engineered metal products (21.1 percent), forest industry (13.1 percent), and chemicals (10.9 percent). International trade is important, with exports equalling almost one-third of GDP. Except for timber and several minerals, Finland depends on imports of raw materials, energy and some components for manufactured goods.']",Indonesia's main export markets are Japan.,No,,,,0.0
"Is singapore -LRB- ; (: ; , -RRB- , officially the republic of singapore -LRB- ; (: ; , -RRB- , an island nation located at the southern tip of the malay peninsula?","[""Singapore ( ;  ;  ,  ), officially the Republic of Singapore ( ;  ;  ,  ), is an island nation located at the southern tip of the Malay Peninsula. It lies 137 kilometres (85 mi) north of the Equator, south of the Malaysian state of Johor and north of Indonesia's Riau Islands. At 704.0 kmÂ² (272 sq mi), it is one of the few remaining city-states in the world and the smallest country in Southeast Asia.""]",yes.,Yes,,0.7519393431303413,0.9999999999,
Is singapore the 17th wealthiest country in the world in terms of gdp per capita?,"[""Since independence, Singapore's standard of living has increased progressively. A state-led industrialization drive, aided by foreign direct  investment has created a modern economy based on electronics manufacturing, petrochemicals, tourism and financial services alongside the traditional entrepÃ´t trade. Singapore is the 17th wealthiest country in the world in terms of GDP per capita.  ""]",yes.,No,,,,0.0
Was Thedore Roosevelt  a member of the Republican Party?,"['Roosevelt was a Republican activist during his years in the Assembly, writing more bills than any other New York state legislator. Already a major player in state politics, he attended the Republican National Convention in 1884 and fought alongside the Mugwump reformers; they lost to the Stalwart faction that nominated James G. Blaine. Refusing to join other Mugwumps in supporting Democrat Grover Cleveland, the Democratic nominee, he stayed loyal.']",Yes.,Yes,,,0.9999999999,
Does Theodore Roosevelt have a brother?,['Theodore Roosevelt at age 11'],Elliott.,Yes,,0.7509248915832546,0.0,
Did Theodore Roosevelt go to Harvard?,['Theodore Roosevelt at age 11'],Yes.,Yes,,,,0.0
Where was Theodore Roosevelt born?,['Theodore Roosevelt at age 11'],28 East 20th Street.,28 East 20th Street in the modern-day Gramercy section of New York City,,,,
What did Roosevelt do to improve his physical condition?,"[""Upon his return to New York, friends and family were startled by Roosevelt's physical appearance and fatigue. Roosevelt wrote to a friend that the trip had cut his life short by ten years. He might not have really known just how accurate that analysis would prove to be, because the effects of the South America expedition had so greatly weakened him that they significantly contributed to his declining health. For the rest of his life, he would be plagued by flareups of malaria and leg inflammations so severe that they would require hospitalization.  Thayer, Chapter XXIII, pp. 4â\x80\x937.""]",find a desk job and avoid strenuous activity.,Roosevelt took up exercise,,0.8136431678546998,0.0,
Why did Roosevelt start Boxing lessons?,"['To combat his poor physical condition, his father compelled the young Roosevelt to take up exercise. To deal with bullies, Roosevelt started boxing lessons. Thayer, William Roscoe (1919).  Theodore Roosevelt: An Intimate Biography, Chapter I, p. 20. Bartleby.com.   Two trips abroad had a permanent impact: family tours of Europe in 1869 and 1870, and of the Middle East 1872 to 1873.']",To deal with bullies.,To deal with bullies,,0.7617034159985515,,1.0
What was the nickname of Theodore Roosevelt's sister Anna?,"['Theodore Roosevelt was born in a four-story brownstone at 28 East 20th Street, in the modern-day Gramercy section of New York City, the second of four children of Theodore Roosevelt, Sr. (1831â\x80\x931877) and Mittie Bulloch (1834â\x80\x931884). He had an elder sister Anna, nicknamed ""Bamie"" as a child and ""Bye"" as an adult for being always on the go; and two younger siblingsâ\x80\x94his brother Elliott (the father of Eleanor Roosevelt) and his sister Corinne, (grandmother of newspaper columnists, Joseph and Stewart Alsop).']",Mama.,Bamie as a child and Bye as an adult,,,0.9999999999,1.0
What was Roosevelt's justification for supporting desegregation of schools in New York?,"['*Openly supporting a bill in the New York State Assembly which allowed desegregation of schools in the state, personally noting that his children had been educated with other races and there was nothing wrong with it.']",his children had been educated with other races and there was nothing wrong with it.,Noting that his children had been educated with other races and there was nothing wrong with it,,0.8258705341302806,,1.0
How did newspapers respond to Roosevelt inviting Brooker T. Washington to dinner at the White House?,"['Roosevelt took Cabinet members and friends on long, fast-paced hikes, boxed in the state rooms of the White House, romped with his children, and read voraciously. Hanson, David C. (2005).  ""Theodore Roosevelt: Lion in the White House"". Retrieved March 6 2006.  In 1908, he was permanently blinded in his left eye during one of his boxing bouts, but this injury was kept from the public at the time. Smith, Ira R. T.; Morris, Joe Alex (1949). ""Dear Mr. President"": The Story of Fifty Years in the White House Mail Room, p. 52. Julian Messner.  His many enthusiastic interests and limitless energy led one ambassador to wryly explain, ""You must always remember that the President is about six."" Kennedy, Robert C. (2005).  ""\'I hear there are some kids in the White House this year\'"". Retrieved March 6 2006.']",Roosevelt's contribution to the White House was the construction of the original West Wing.,mixing of the races on social occassions,,,0.0,
Did Theodore Roosevelt study Judo?,['Theodore Roosevelt at age 11'],he practiced jujutsu.,No,0.0,,,0.0
Did Roosevelt receive a Medal of Honor?,"[""For his gallantry at San Juan Hill, Roosevelt's commanders recommended him for the Medal of Honor, but his subsequent telegrams to the War Department complaining about the delays in returning American troops from Cuba doomed his chances. In the late 1990s, Roosevelt's supporters again took up the flag on his behalf and overcame opposition from elements within the U.S. Army and the National Archives. On January 16, 2001, President Bill Clinton awarded Theodore Roosevelt the Medal of Honor posthumously for his charge up San Juan Hill, Cuba, during the Spanish-American War. Roosevelt's eldest son, Brigadier General Theodore Roosevelt, Jr., received the Medal of Honor for heroism at the Battle of Normandy in 1944. The Roosevelts thus became one of only two father-son pairs to receive this honor.""]","Theodore Roosevelt, Jr., received the Medal of Honor for heroism at the Battle of Normandy in 1944.",yes,,,0.9999999999,1.0
Did Roosevelt study biology?,['Theodore Roosevelt at age 11'],Yes.,yes,,0.7430338682065266,,0.0
Where was Theodore Roosevelt from?,['Theodore Roosevelt at age 11'],New York City.,Gramercy section of New York City,,0.7647624997670635,,0.0
Who was Roosevelt's presidential hero?,['Theodore Roosevelt at age 11'],Theodore Roosevelt.,Lincoln was Roosevelt's presidential hero.,,,,0.0
When did Roosevelt die?,['Theodore Roosevelt at age 11'],"January 6, 1919.","On January 6, 1919, Roosevelt died in his sleep.",0.0,,0.0,0.0
Who helped to fund Roosevelt's African safari?,"['Regarding the large number of animals taken, Roosevelt said, ""I can be condemned only if the existence of the National Museum, the American Museum of Natural History, and all similar zoological institutions are to be condemned."" O\'Toole, Patricia (2005) When Trumpets Call, p. 67, Simon and Schuster, ISBN 0-684-86477-0   However, although the safari was ostensibly conducted in the name of science, there was another, quite large element to it as well. In addition to many native peoples and local leaders, interaction with renowned professional hunters and land owning families made the safari as much a political and social event, as it was a hunting excursion. Roosevelt wrote a detailed account of the adventure in the book ""African Game Trails"", where he describes the excitement of the chase, the people he met, and the flora and fauna he collected in the name of science.']","O'Toole, Patricia.",Financed by Andrew Carnegie and his own proposed writings,,,0.0,
Did Roosevelt support racial integration in schools?,"['*Openly supporting a bill in the New York State Assembly which allowed desegregation of schools in the state, personally noting that his children had been educated with other races and there was nothing wrong with it.']",openly supporting a bill in the New York State Assembly,yes,,,0.9999999999,
Was Roosevelt's family rich?,"['The Roosevelts had been in New York since the mid 18th century and had grown with the emerging New York commerce class after the American Revolution. Unlike many of the earlier ""log cabin Presidents,"" Roosevelt was born into a wealthy family. By the 19th century, the family had grown in wealth, power and influence from the profits of several businesses including hardware and plate-glass importing. The family was strongly Democratic in its political affiliation until the mid-1850s, then joined the new Republican Party.  Theodore\'s father, known in the family as ""Thee"", was a New York City philanthropist, merchant, and partner in the family glass-importing firm Roosevelt and Son. He was a prominent supporter of Abraham Lincoln and the Union effort during the American Civil War. His mother Mittie Bulloch was a Southern belle from a slave-owning family in Savannah, Georgia and had quiet Confederate sympathies. Mittie\'s brother, Theodore\'s uncle, James Dunwoody Bulloch, was a U.S. Navy officer who became a Confederate admiral and naval procurement agent in Britain. Another uncle Irvine Bulloch was a midshipman on the Confederate raider, CSS Alabama; both remained in England after the war. . Pringle (1931) p. 11  From his grandparents\' home, a young Roosevelt witnessed Abraham Lincoln\'s funeral procession in New York.']",Roosevelt and Son.,yes,,0.8478949532019927,0.9999999999,
Are turtles ectothermic?,"['Like other reptiles, turtles are ectothermic (or ""cold-blooded"" Reptile blood isn\'t necessarily cold, as reptiles sun themselves and take other measures to stay warm. ). Like other amniotes (reptiles, dinosaurs, birds, and mammals), they breathe air and don\'t lay eggs underwater, though many species live in or around water. The largest turtles are aquatic.']",Like other reptiles.,Yes,1.0,0.0,0.9999999999,
Does the mother care for the young?,"['Parental care varies between species, ranging from the simple laying of eggs under a leaf to certain scarab beetles, which construct underground structures complete with a supply of dung to house and feed their young. Other beetles are leaf rollers, biting sections of leaves to cause them to curl inwards, then laying their eggs, thus protected, inside.']",Yes.,No,,,0.0,0.0
Are turtles pets?,"['Turtles, particularly small terrestrial and freshwater turtles, are commonly kept as pets. Among the most popular are Russian Tortoises, Greek spur-thighed tortoises and red-ear sliders (or terrapin). David Alderton (1986). An Interpet Guide to Reptiles & Amphibians, Salamander Books Ltd., London & New York.']",are commonly kept as pets.,Yes,,,0.9999999999,1.0
What shape are the eggs of the larest species of turtle?,"['Turtles lay eggs, like other reptiles, which are slightly soft and leathery. The eggs of the largest species are spherical, while the eggs of the rest are elongated. Their albumen is white and contains a different protein than bird eggs, such that it will not coagulate when cooked. Turtle eggs prepared to eat consist mainly of yolk. In some species, temperature determines whether an egg develops into a male or a female: a higher temperature causes a female, a lower temperature causes a male. Large numbers of eggs are deposited in holes dug into mud or sand. They are then covered and left to incubate by themselves.  When the turtles hatch they squirm their way to the surface and make for the water. There are no known species wherein the mother cares for the young.']",spherical.,Spherical,,0.8394208995719811,,
How often do turtles breed?,['Turtles can take many years to reach breeding age. Often turtles only breed every few years or more.'],every few years or more.,Every few years or more,,0.0,0.9999999999,
What do all turtles and tortoises breathe?,"['Even though many turtles spend large amounts of their lives underwater, all turtles and tortoises breathe air, and must surface at regular intervals to refill their lungs. They can also spend much of their lives on dry land. Aquatic respiration in Australian freshwater turtles is currently being studied. Some species have large cloacal cavities that are lined with many finger-like projections. These projections, called ""papillae"", have a rich blood supply, and serve to increase the surface area of the cloaca. The turtles can take up dissolved oxygen from the water using these papillae, in much the same way that fish use gills to respire.']",air.,air,,,0.9999999999,
How do turtles reproduce?,"['Turtles lay eggs, like other reptiles, which are slightly soft and leathery. The eggs of the largest species are spherical, while the eggs of the rest are elongated. Their albumen is white and contains a different protein than bird eggs, such that it will not coagulate when cooked. Turtle eggs prepared to eat consist mainly of yolk. In some species, temperature determines whether an egg develops into a male or a female: a higher temperature causes a female, a lower temperature causes a male. Large numbers of eggs are deposited in holes dug into mud or sand. They are then covered and left to incubate by themselves.  When the turtles hatch they squirm their way to the surface and make for the water. There are no known species wherein the mother cares for the young.']",eggs.,They lay eggs,,0.7154604488957275,,
What has been discovered about turtles organs?,"['* Pritchard, Pether C H (1979). Encyclopedia of Turtles. T.F.H. Publications.']",do not gradually break down or become less efficient over time.,They do not gradually break down or become less efficient over time,,,,0.0
What suborder of turtle draws its head into its shell?,['An American map turtle hatchling.'],map turtle.,Pleurodira,,0.7586352617146169,0.0,0.0
Do sea turtles lay eggs on dry sandy beaches?,['Sea turtles lay their eggs on dry sandy beaches. Immature sea turtles are not cared for by the adults. Most are endangered largely as a result of beach development and over hunting.'],Yes.,Yes,,0.7513131916125483,,
Are Pleurodira known as side-necked turtles?,"['Turtles are divided into three suborders, one of which, the Paracryptodira, is extinct. The two extant suborders are the Cryptodira and the Pleurodira. The Cryptodira is the larger of the two groups and includes all the marine turtles, the terrestrial tortoises, and many of the freshwater turtles. The Pleurodira are sometimes known as the side-necked turtles, a reference to the way they withdraw their heads into their shells. This smaller group consists primarily of various freshwater turtles.']",yes.,Yes,,,0.9999999999,1.0
Are turtles a part of the Flying Spaghetti Monster?,"['*  Turtles of the World: Extensive information on all known turtles, tortoises and terrapins, including key and quiz.']",yes.,*shrug*,,,0.0,0.0
How many suborders are turtles divided into?,"['* Pritchard, Pether C H (1979). Encyclopedia of Turtles. T.F.H. Publications.']",three.,Three.,,0.7726855663290486,0.0,
Name a turtle popularly kept as a pet.,"['Turtles, particularly small terrestrial and freshwater turtles, are commonly kept as pets. Among the most popular are Russian Tortoises, Greek spur-thighed tortoises and red-ear sliders (or terrapin). David Alderton (1986). An Interpet Guide to Reptiles & Amphibians, Salamander Books Ltd., London & New York.']",Russian Tortoises.,Russian Tortoises,,,,1.0
Name four related articles for the article on turtles.,"['* Pritchard, Pether C H (1979). Encyclopedia of Turtles. T.F.H. Publications.']",Turtles of the World.,"Triassic, Ernst Haeckel, Kunstformen der Natur, Animal",,0.8765758386309153,0.0,
"If a turtle egg was kept warm, what would likely hatch?","['Turtles lay eggs, like other reptiles, which are slightly soft and leathery. The eggs of the largest species are spherical, while the eggs of the rest are elongated. Their albumen is white and contains a different protein than bird eggs, such that it will not coagulate when cooked. Turtle eggs prepared to eat consist mainly of yolk. In some species, temperature determines whether an egg develops into a male or a female: a higher temperature causes a female, a lower temperature causes a male. Large numbers of eggs are deposited in holes dug into mud or sand. They are then covered and left to incubate by themselves.  When the turtles hatch they squirm their way to the surface and make for the water. There are no known species wherein the mother cares for the young.']",male.,A female turtle.,,0.7391480551727693,,
